5623422OVUFEM                                      ov.x 12                 00000000NNLaboratorios Ber00001776420160511002021574058107792175008648001230SNN00
5623421OVUFEM                                      ov.x 6                  00000000NNLaboratorios Ber00001025920160511002021574058007792175008631000610SNN00
0129304PAPASINE                                    comp.x 16               00000000NNLaboratorios Ber00001434920160511003021570128307792175000512001630SNN00
0129303PAPASINE                                    comp.x 8                00000000NNLaboratorios Ber00000850220160511003021570128207792175000260000810SNN00
9918080PLAC OUT                                    colut.x 200 ml          00000000NNLaboratorios Ber00001141720160511001001571808007792175001090000110NNN00
9921196PLAC OUT                                    colut.x 500 ml          00000000NNLaboratorios Ber00002680420160511001001572119607792175001151000130NNN00
9931206PLAC OUT                                    gel x 60 g              00000000NNLaboratorios Ber00001162020160511001001573120607792175007054000110NNN00
9947209PLAC OUT                                    spray x 60 ml           00000000NNLaboratorios Ber00001506920160511001001574720907792175009324000110NNN00
2408122PROCETOKEN                                  100 mg comp.x 60        00005595NNLaboratorios Ber00000914820160511002081570128907792175000345006010SNN00
5553683PROCETOKEN                                  200 mg c ps.x 30        00023500NNLaboratorios Ber00002841520160511002081574435307792175008945003010SNN00
3081571PROCETOKEN                                  300 mg comp.x 30        00021999NNLaboratorios Ber00003631120160511002081570821307792175000369003010SNN00
3918052QURA                                        comp.rec.x 20           00000000NNLaboratorios Ber00000681520160511002021571548407792175001984002010SNN00
3918131QURA                                        jbe.x 100 ml            00000000NNLaboratorios Ber00000802020160511002021574618307792175009249000110SNN00
5308681QURA NASAL                                  spray nasal x 10 ml     00000000NNLaboratorios Ber00000511720160511002021573576907792175007757000110SNN00
5175262QURA PLUS                                   comp.rec.x 20           00000000NNLaboratorios Ber00000849420160511002021573357507792175007474002010SNN00
5612131QURA TOS                                    jbe.x 100 ml            00005300NNLaboratorios Ber00000765620160511002021574153007792175008518000110SNN00
9939557SENSIDENT                                   pasta dent.x 90 g       00000000NNLaboratorios Ber00000798020160511001101573955707792175008471000110NNN00
9939555SENSIDENT COLUTORIO                         fco.x 250 ml            00000000NNLaboratorios Ber00001140520160511001101573955507792175008488000110NNN00
9939556SENSIDENT COLUTORIO                         fco.x 500 ml            00000000NNLaboratorios Ber00001445920160511001101573955607792175008495000130NNN00
3519402SINALGICO                                   10 mg comp.x 20         00007649NNLaboratorios Ber00001282020160511002021571196107792175001809002010SNN00
3519581SINALGICO                                   20 mg comp.x 10         00006977NNLaboratorios Ber00001249120160511002021571170907792175000789001010SNN00
3519582SINALGICO                                   20 mg comp.x 20         00010728NNLaboratorios Ber00001962720160511002021571196207792175001816002030SNN00
3519741SINALGICO                                   30 mg a.x 3 x 1 ml      00000000NSLaboratorios Ber00000540820160511002021571171007792175000796000310SNN00
4680262SINALGICO                                   60 mg a.x 3 x 2 ml      00000000NSLaboratorios Ber00001248720160511002021571912607792175001625000330SNN00
4665332SINALGICO SL                                10 mg comp.subl.x 10    00006542NNLaboratorios Ber00001165420160511002021572536707792175005128001010SNN00
4665333SINALGICO SL                                10 mg comp.subl.x 20    00013550NNLaboratorios Ber00002057520160511002021572536907792175005135002020SNN00
2690281SOLOCALM                                    20 mg comp.x 20         00000000NNLaboratorios Ber00000739020160511002021570551507792175005722002010SNN00
2690282SOLOCALM                                    20 mg comp.x 40         00000000NNLaboratorios Ber00000997720160511002021570551607792175005746004050SNN00
2799521SOLOCALM                                    iny.a.x 3               00000000NNLaboratorios Ber00000549120160511002021570551707792175005678000310SNN00
3040561SOLOCALM FLEX                               comp.x 10               00000000NNLaboratorios Ber00000570520160511A03021570574307792175005555001010SNN00
3040562SOLOCALM FLEX                               comp.x 20               00000000NNLaboratorios Ber00000789520160511A03021570825807792175005562002030SNN00
3917982SOLOCALM GEL                                1% env.x 30 g           00000000NNLaboratorios Ber00000724420160511002021571548307792175005593000110SNN00
3719302SOLOCALM PLUS                               comp.x 20               00000000NNLaboratorios Ber00001121320160511A03021571364207792175005531002010SNN00
6299391SUBICAL SOLUCION ORAL                       100.000 UI f.a.x 2 ml   00015000NNLaboratorios Ber00001893420160511002021575053207792175009430000110SNN00
6286713TABE                                        60 mg comp.x 20         00000000NNLaboratorios Ber00001750920160511002021575049607792175009447002010SNN00
4904411TERBENOL DUO                                comp.x 30               00000000NNLaboratorios Ber00002267220160511002021573313907792175007283003010SNN00
4904412TERBENOL DUO                                comp.x 60               00000000NNLaboratorios Ber00004691320160511002021574816807792175007306006030SNN00
6290133TERBENOL UD                                 sob.x 30                00000000NNLaboratorios Ber00005029620160511002021575048707792175009454003010SNN00
5656683VASEXTEN 100                                100 mg comp.rec.x 30    00027000NNLaboratorios Ber00003289220160511002061574153207792175008761003010SNN00
5656553VASEXTEN 50                                 50 mg comp.rec.x 30     00020500NNLaboratorios Ber00002616320160511002061574153107792175008754003010SNN00
5730844VASEXTEN D                                  100/25 mg comp.rec.x 30 00000000NNLaboratorios Ber00003389520160511002081574154107792175008785001510SNN00
5730714VASEXTEN D                                  50/12.5 mg comp.rec.x 3000000000NNLaboratorios Ber00003164120160511002081574154007792175008778003010SNN00
4433332VORST                                       100 mg comp.x 2         00000000NNLaboratorios Ber00000501720160511A03021572217107792175005449000210NNN00
4433333VORST                                       100 mg comp.x 4         00000000NNLaboratorios Ber00000966420160511A03021572217207792175005456000420NNN00
4433335VORST                                       100 mg comp.x 6         00000000NNLaboratorios Ber00001397120160511A03021573016007792175005340000650NNN00
4433172VORST                                       25 mg comp.x 2          00000000NNLaboratorios Ber00000274220160511A03021572216507792175005388000210NNN00
4433175VORST                                       25 mg comp.x 6          00000000NNLaboratorios Ber00000780520160511A03021573015807792175005067000650NNN00
4433252VORST                                       50 mg comp.x 2          00000000NNLaboratorios Ber00000343320160511A03021572216807792175005418000220NNN00
4433259VORST                                       50 mg comp.x 20         00000000NNLaboratorios Ber00003202620160511A03021573345007792175007511002040NNN00
4433253VORST                                       50 mg comp.x 4          00000000NNLaboratorios Ber00000674120160511A03021572216907792175005425000450NNN00
4433255VORST                                       50 mg comp.x 6          00000000NNLaboratorios Ber00000974820160511A03021573015907792175005210000640NNN00
5067652VORST-M                                     50 mg comp.ran.mast.x 2 00000000NNLaboratorios Ber00000364020160511A03021573505707792175007078000220NNN00
5067659VORST-M                                     50 mg comp.ran.mast.x 2000000000NNLaboratorios Ber00003509820160511A03021573505907792175007733002040NNN00
5067655VORST-M                                     50 mg comp.ran.mast.x 6 00000000NNLaboratorios Ber00001015920160511A03021573505807792175007092000650NNN00
5780551ZINNIA                                      comp.rec.x 21           00000000NNLaboratorios Ber00001354520160511002001574348207792175008938002110NNN00
6228711ABRAXANE                                    100 mg iny.liof.f.a.x 1 00000000NNRaffo           00304608520160512003001924942107798084683464000110NNN00
3297651AEROTINA                                    10 mg comp.x 10         00002124NNRaffo           00000419420160512001001921458907798084680128001010NNN00
9948089AEROTINA RAPIDA ACCION                      10 mg c ps.bl.x 7       00000000NNRaffo           00000439320160512001001924808907798084683228000710NNN00
5321711ALPERTAN                                    160 mg comp.rec.x 14    00011032NNRaffo           00001591420160512002081923590507798084684164001410SNN00
6282421ALPERTAN                                    320 mg comp.rec.x 14    00012790NNRaffo           00002064020160512002081925024507798084683648001410SNN00
5321681ALPERTAN                                    80 mg comp.rec.x 14     00009087NNRaffo           00001332120160512002081923590307798084684140001410SNN00
5321682ALPERTAN                                    80 mg comp.rec.x 28     00019000NNRaffo           00002854920160512002081923590407798084684157002830SNN00
5785552ALPERTAN D                                  160/12.5 mg comp.rec.x2800000000NNRaffo           00003095020160512002021924328807798084685222002810SNN00
5785422ALPERTAN D                                  80/12.5 mg comp.rec.x 2800000000NNRaffo           00002708520160512002021924328707798084685215002810SNN00
6199131AMUPRUX                                     250 mg f.a.x 1          00000000NNRaffo           00145923220160512002001924905407798084683303000110NNN00
6000712ASOTREX                                     caps.x 30               00000000NNRaffo           00003186120160512002021924677507798084681996003010SNN00
6000715ASOTREX                                     caps.x 60               00000000NNRaffo           00004872420160512002021924677607798084682931006020SNN00
3607512ATENIX                                      100 mg comp.ran.x 30    00024500NNRaffo           00004790720160512403021924163607798084685000003030SNN00
4695111ATENIX                                      25 mg comp.ran.x 30     00005852NNRaffo           00001080820160512403021922687507798084680067003010SNN00
3607432ATENIX                                      50 mg comp.ran.x 30     00017300NNRaffo           00002965420160512403021921991607798084680081003020SNN00
3607434ATENIX                                      50 mg comp.ran.x 60     00029000NNRaffo           00004773520160512403021922068107798084680098006050SNN00
3343681AZATIOPRINA RAFFO                           50 mg comp.x 100        00049467ANRaffo           00003620420160512003021921165707792219000164010010NNN00
4318591BECLASMA HFA                                aer.inhal.x 250 dosis   00000000NNRaffo           00000946720151102002061924703707798084683556025010SNN00
5207191CABERTRIX                                   0.5 mg comp.x 2         00008227NNRaffo           00001359120160512002061924333107798084685154000210SNN00
5207193CABERTRIX                                   0.5 mg comp.x 8         00026654NNRaffo           00004426120160512002061924333207798084685161000830SNN00
5683841CAPEFAS                                     500 mg comp.rec.x 120   00000000NNRaffo           00083396220160512002001924068507798084684997012010NNN00
3462722CETRON                                      8 mg comp.x 10          00000000NNRaffo           00006860220160512002021921165907798084680180001010NNN00
6040551CLOFAZIC                                    20 mg f.a.x 1 x 20 ml   00000000NNRaffo           00357698520160512002001924705707798084682832000110NNN00
6040552CLOFAZIC                                    20 mg f.a.x 4 x 20ml c/u00000000NNRaffo           01359254220160512002001924705807798084682849000430NNN00
5628711COLMIBE                                     10/10 mg comp.x 30      00000000NNRaffo           00004022820160512002021924001407798084684713003010SNN00
5628841COLMIBE                                     20/10 mg comp.x 30      00000000NNRaffo           00005627220160512002021924001507798084684720003010SNN00
6271132COLMIBE                                     40/10 mg comp.x 30      00000000NNRaffo           00007003520160512002021925019307798084683617003010SNN00
4925882COMENTER                                    30 mg comp.x 30         00000000NNRaffo           00003630520160512403021922902807798084681071003030SNN00
3359601CORTOS                                      elixir x 125 ml         00000000NNRaffo           00000318420151102001001921166407798084680869000110NNN00
6358131DATIZIC                                     comp.rec.lib.prol.x 28  00000000NNRaffo           00063004520160512002001925196407798084684874002810NNN00
6358132DATIZIC                                     comp.rec.lib.prol.x 56  00000000NNRaffo           00126009020160512002001925196507798084684881005630NNN00
4544131DECAPEPTYL RETARD                           11.25mg IM Trimest.kitx100472584SNRaffo           00099017420160512012001922702707798084683440000111NNN00
3766831DECAPEPTYL RETARD                           3.75mg IM Mensual kit x100159603SNRaffo           00036673020160512012001920278907798084683433000111SNN00
3371562DELAK                                       comp.x 20               00007807NNRaffo           00000996120160512002021921166507798084681484002010SNN00
3371563DELAK                                       comp.x 30               00010000NNRaffo           00001392520160512002021922309407798084680012003020SNN00
3371565DELAK                                       comp.x 60               00017645NNRaffo           00002676120160512002021922309507798084680029006050SNN00
5783001DOLO ASOTREX                                1500/15 sob.x 15        00000000NNRaffo           00003619120160512002021924263207798084685192001510SNN00
5783002DOLO ASOTREX                                1500/15 sob.x 30        00000000NNRaffo           00006391120160512002021924263307798084685208003030SNN00
6052261DOLO ASOTREX                                caps.x 30               00000000NNRaffo           00004102920160512002021924736107798084683143003010SNN00
6052262DOLO ASOTREX                                caps.x 60               00000000NNRaffo           00005939920160512002021924736207798084683150006030SNN00
5087341DOXOPEG                                     20 mg iny.vial x 1      00000000NNRaffo           00073571920160512003001923319307798084684072000110NNN00
4550811DOYLE                                       500 mg comp.x 3         00004959NNRaffo           00000639720160512003081922704007798084680982000310SNN00
4550812DOYLE                                       500 mg comp.x 5         00005526NNRaffo           00000756820160512003081923321707798084680999000530SNN00
5370131DOZIC                                       0.5 mg comp.ran.x 20    00000000NNRaffo           00000738720160512A03021923661307798084684287002010SNN00
4442661DOZIC                                       1 mg comp.ran.x 20      00000000NNRaffo           00001219920160512A03021923096507798084681323002010SNN00
4442662DOZIC                                       1 mg comp.ran.x 60      00000000NNRaffo           00002837920160512A03021923277707798084682092006030SNN00
4442741DOZIC                                       2 mg comp.ran.x 20      00000000NNRaffo           00002420220160512A03021923096607798084681330002010SNN00
4442742DOZIC                                       2 mg comp.ran.x 60      00000000NNRaffo           00006905620160512A03021923277807798084682108006030SNN00
4442821DOZIC                                       3 mg comp.ran.x 20      00000000NNRaffo           00003163320160512A03021923096707798084681347002010SNN00
4442822DOZIC                                       3 mg comp.ran.x 60      00000000NNRaffo           00009516420160512A03021923277907798084682115006030SNN00
5382133DRALITEM                                    100 mg caps.x 21        00000000NNRaffo           00235358820160512003001924590507798084682917002130NNN00
5382131DRALITEM                                    100 mg caps.x 5         00000000NNRaffo           00058113320160512003001923629307798084684300000510NNN00
5818973DRALITEM                                    140 mg caps.x 21        00000000NNRaffo           00325206120160512003001924590607798084682924002130NNN00
5818971DRALITEM                                    140 mg caps.x 5         00000000NNRaffo           00080297820160512003001924347507798084682757000510NNN00
5819001DRALITEM                                    180 mg caps.x 5         00000000NNRaffo           00102632720160512003001924347607798084682764000510NNN00
5382003DRALITEM                                    20 mg caps.x 21         00000000NNRaffo           00048030720160512003001924590207798084682900002130NNN00
5382001DRALITEM                                    20 mg caps.x 5          00000000NNRaffo           00011859420160512003001923629207798084684294000510NNN00
5382261DRALITEM                                    250 mg caps.x 5         00000000NNRaffo           00142433420160512003001923629407798084684317000510NNN00
0759041DUVADILAN                                   10 mg comp.x 20         00004036NNRaffo           00001757720160512002021920826807798084683594002010SNN00
1719421DUVADILAN                                   20 mg comp.x 20         00008693NNRaffo           00002769920160512002021920826907798084683600002010SNN00
6097841ELIGARD 45 MG                               kit x 1                 00000000NNRaffo           00314754620160512002001924843507798084683358000111NNN00
5102161ELIGARD 7.5 MG                              kit x 1                 00319578SNRaffo           00066778620160429002001923223907798084682085000111NNN00
3608002ENALAFEL                                    10 mg comp.x 50         00009339NNRaffo           00000500720151102002061922704607798084684454005030SNN00
9948577ESCADRA                                     jga.prell.x 28          00000000NNRaffo           00765326620160512003001924857707798084683273002810NNN00
6354712ESGRINIL                                    267 mg c ps.x 270       00000000NNRaffo           01089438120160512003001925207707792219001055020010NNN00
3607854ETEC 1000                                   caps.blandas x 30       00000000NNRaffo           00001869920160512002021921317907798084680234003010SNN00
3607855ETEC 1000                                   caps.blandas x 60       00000000NNRaffo           00003205720160512002021921538507798084680241006030SNN00
4197641FLEXIDOL                                    15 mg comp.ran.x 10     00004198NNRaffo           00001270620160512002021921851707798084680258001010SNN00
4197643FLEXIDOL                                    15 mg comp.ran.x 20     00008400NNRaffo           00002483720160512002021922035407798084680265002020SNN00
4197642FLEXIDOL                                    15 mg comp.ran.x 30     00014762NNRaffo           00003661720160512002021921851807798084680272003050SNN00
5492711FLEXIDOL RELAX                              comp.ran.x 10           00000000NNRaffo           00001306020160512002021923808507798084684546001010SNN00
5492712FLEXIDOL RELAX                              comp.ran.x 20           00000000NNRaffo           00002561720160512002021923808607798084684553002030SNN00
3851632FLUMARC                                     10 mg comp.x 20         00006843NNRaffo           00001040820160512002021921637107798084680302002010SNN00
3851552FLUMARC                                     2 mg comp.x 20          00004295NNRaffo           00000550220160512002021921636907798084680289002010SNN00
3851972FLUMARC                                     5 mg comp.x 20          00005834NNRaffo           00000638320160512002021921637007798084680296002010SNN00
4452561FLUTI-K                                     50 mcg spray nasalx120ds00010500NNRaffo           00001589520160512002061923390307798084682481012010SNN00
3366871GARDOTON                                    comp.x 30               00003392NNRaffo           00000324320160512002041921167107798084680036003010SNN00
3366872GARDOTON                                    comp.x 60               00006514NNRaffo           00000643120160512002041921167207798084680043006030SNN00
5513421IDENA                                       150 mg comp.rec.x 1     00014044SNRaffo           00003792620160512002021923825207798084684539000110SNN00
5513422IDENA                                       150 mg comp.rec.x 2     00028087SNRaffo           00005990620160512002021924000407798084684751000230SNN00
5333421ISOCUTAN                                    10 mg c ps.x 30         00028582SNRaffo           00005372620160512A03021924876407798084683662003010SNN00
5333551ISOCUTAN                                    20 mg c ps.x 30         00052300SNRaffo           00010113720160512A03021924876507798084683679003010SNN00
5672681ISOCUTAN                                    40 mg c ps.x 30         00095273SNRaffo           00017699020160512A03021924876607798084683686003010SNN00
5664001KIR 28                                      comp.rec.x 28           00000000ENRaffo           00002452420160512002001924378907798084684942002810NNN00
5446261KIRUM                                       comp.rec.x 28           00000000ENRaffo           00001925320160512002001923735307798084684409002810NNN00
5678131KIRUMELLE                                   comp.rec.x 21           00000000ENRaffo           00002002620160512002001923880207798084684935002110NNN00
5994423LACOTEM                                     100 mg comp.rec.x 30    00000000NNRaffo           00010263720160512003021924644707798084682986003010SNN00
5994553LACOTEM                                     150 mg comp.rec.x 30    00000000NNRaffo           00013876520160512003021924737607798084682993003010SNN00
5994683LACOTEM                                     200 mg comp.rec.x 30    00000000NNRaffo           00018501920160512003021924737707798084683006003010SNN00
5994393LACOTEM                                     50 mg comp.rec.x 30     00000000NNRaffo           00004837720160512003021924644607798084682979003010SNN00
0636439LEBRINA                                     0.5 mg caps.duras x 28  00000000NNRaffo           00733410720160512002001925212907792219001062002810NNN00
4495972LIPIFEN                                     10 mg comp.x 30         00018800NNRaffo           00003317020160512002061922236907798084681279003010SNN00
4495892LIPIFEN                                     20 mg comp.x 30         00029300NNRaffo           00005497320160512002061922237007798084681293003010SNN00
6283682LIPIFEN                                     40 mg comp.x 30         00042089NNRaffo           00006424720160512002061925026707798084683693003010SNN00
5940392LITEDA                                      100 mg comp.rec.x 30    00000000NNRaffo           00499598020160512003001924675607798084682894003010NNN00
5940001LITEDA                                      20 mg comp.rec.x 60     00000000NNRaffo           00224811020160512003001924675307798084682863006010NNN00
5940131LITEDA                                      50 mg comp.rec.x 60     00000000NNRaffo           00499598020160512003001924675407798084682870006010NNN00
5940261LITEDA                                      70 mg comp.rec.x 60     00000000NNRaffo           00485903920160512003001924675507798084682887006010NNN00
6040711MIMPARA                                     30 mg comp.rec.x 30     00000000NNRaffo           00070198920160512002001924737807798084683068003010NNN00
6040841MIMPARA                                     60 mg comp.rec.x 30     00000000NNRaffo           00140339920160512002001924737907798084683075006010NNN00
6336131MITRUL                                      15 mg caps.x 10         00000000NNRaffo           00002742320160512002021925168907798084684836001010SNN00
3422382MST CONTINUS                                10 mg comp.x 20         00017631SNRaffo           00002596520151102603021921259007798084683471002010NNN00
3422622MST CONTINUS                                100 mg comp.x 20        00079369SNRaffo           00011688520151102603021921259307798084683501002010NNN00
3422462MST CONTINUS                                30 mg comp.x 20         00029420SNRaffo           00004332620151102603021921259107798084683488002010NNN00
3422542MST CONTINUS                                60 mg comp.x 20         00051498SNRaffo           00007584020151102603021921259207798084683495002010NNN00
3128353MUTUM                                       100 mg comp.x 15        00050212NNRaffo           00008936920160512002021921066507798084680784001510SNN00
3512711MUTUM                                       150 mg comp.x 1         00004800NNRaffo           00000867720160512002021921636407798084680807000110SNN00
3512712MUTUM                                       150 mg comp.x 2         00007600NNRaffo           00001697720160512002021921636507798084680814000220SNN00
3512713MUTUM                                       150 mg comp.x 4         00013727NNRaffo           00002993920160512002021922352607798084680821000450SNN00
3512714MUTUM                                       150 mg comp.x 8         00025500NNRaffo           00005208620160512002021924379907798084681286000840SNN00
3512893MUTUM                                       200 mg comp.x 10        00057134NNRaffo           00010024020160512002021921174607798084680838001010SNN00
3512896MUTUM                                       200 mg comp.x 30        00143677NNRaffo           00025572020160512002021921196307798084680845003030SNN00
6261551MYCAMINE                                    100 mg fco.a.x 1        00000000NNRaffo           00082658220160512012001925129507798084683570000110NNN00
6261421MYCAMINE                                    50 mg fco.a.x 1         00000000NNRaffo           00041329120160512012001925129607798084683563000110NNN00
5915555NABILA                                      10 mg comp.x 28         00032578NNRaffo           00004922320160512012021924500907798084685338002810SNN00
5915425NABILA                                      2.5 mg comp.x 28        00007547NNRaffo           00001110520160512012021924500807798084685321002810SNN00
5748711NABILA                                      5 mg comp.x 28          00016000NNRaffo           00002606220160512012021924227507798084685093002810SNN00
5145752NABRATIN                                    75 mg comp.rec.x 30     00037000NNRaffo           00005808020160512002021923388107798084682436003030SNN00
3078603NIVAS                                       30 mg comp.rec.x 30     00006340NNRaffo           00001091220160512002021921744207798084680920003010SNN00
3078604NIVAS                                       30 mg comp.rec.x 60     00010488NNRaffo           00001815020160512002021921744307798084680937006030SNN00
5145801NIVAS 120 XR                                120 mg comp.lib.ext.x 3000015539NNRaffo           00002508620160512002021923388607798084682313003010SNN00
3641676NIVAS FORTE                                 60 mg comp.rec.x 30     00010233NNRaffo           00001798420160512002021921252907798084680906003010SNN00
3641675NIVAS FORTE                                 60 mg comp.rec.x 60     00014111NNRaffo           00003007620160512002021921253007798084680913006030SNN00
4149541NIVAS PLUS                                  comp.rec.x 30           00000000NNRaffo           00002259420160512002021922102107798084680333003010SNN00
4149542NIVAS PLUS                                  comp.rec.x 60           00000000NNRaffo           00004017820160512002021922102207798084680340006030SNN00
4284842NOR 2 RAFFO                                 comp.x 10+10            00000000NNRaffo           00000965520160512002021923175707798084681477002010SNN00
4284841NOR 2 RAFFO                                 comp.x 20+20            00000000NNRaffo           00001986120160512002021921988907798084680357004030SNN00
5909005NOSTER                                      10/160 mg comp.x 28     00000000NNRaffo           00004276020160512002021924631207798084685314002810SNN00
5908975NOSTER                                      5/160 mg comp.x 28      00000000NNRaffo           00004277220160512002021924631107798084685307002810SNN00
6356003NOSTER                                      5/320 mg comp.x 28      00000000NNRaffo           00005237620160512002021925177107798084684850002810SNN00
6205712NOSTER D                                    160/12.5/10 mg comp.x 2800000000NNRaffo           00005447620160512002021924912507798084683327002810SNN00
6205552NOSTER D                                    160/12.5/5 mg comp.x 28 00000000NNRaffo           00005447620160512002021924912407798084683310002810SNN00
6321002NOSTER D                                    320/25/10 mg comp.x 28  00000000NNRaffo           00006071420160512002021925177007798084683730002810SNN00
6052001NPLATE                                      250 mcg iny.a.x 1 x 5 ml00000000NNRaffo           00195821920160512012001924750407798084683112000110NNN00
4520293ODRANAL                                     150mg comp.lib.prol.x 3000000000NNRaffo           00002607820160512403021922348307798084680654003010NNN00
4520291ODRANAL                                     150mg comp.lib.prol.x 6000000000NNRaffo           00004711420160512403021922687607798084680647006030NNN00
4313122OXYCONTIN                                   10 mg comp.x 30         00046540SNRaffo           00006853820151102614021922074307798084683518003010NNN00
4313202OXYCONTIN                                   20 mg comp.x 30         00069731SNRaffo           00010269120151102614021922074407798084683525003010NNN00
4313382OXYCONTIN                                   40 mg comp.x 30         00098643SNRaffo           00014527720151102614021922074507798084683532003010NNN00
9951975PANKREOFLAT                                 comp.rec.x 20           00000000NNRaffo           00000807020160512001001925197507798084685260002010NNN00
0917103PANKREOFLAT AD                              comp.rec.x 20           00000000NNRaffo           00000667520160512002021920935907798084685284002010SNN00
0917104PANKREOFLAT AD                              comp.rec.x 50           00000000NNRaffo           00001535920160512002021920936007798084685277005030SNN00
3341361PARACETAMOL FORTE RAFFO                     comp.rec.x 15           00000000NNRaffo           00001096220160512002021922203507798084680418001510SNN00
3341362PARACETAMOL FORTE RAFFO                     comp.rec.x 30           00000000NNRaffo           00002192920160512002021922203607798084680425003030SNN00
4553121PARACETAMOL GRIP NF                         comp.rec.x 20           00000000NNRaffo           00001114320160512002001923593107798084684133002010SNN00
4686963PARACETAMOL RAFFO 1 G                       comp.ran.x 10           00000000NNRaffo           00000263920160512002001923176007798084681491001010SNN00
4686961PARACETAMOL RAFFO 1 G                       comp.ran.x 30           00001800NNRaffo           00000281920160512002021922549307798084680586003020SNN00
4686962PARACETAMOL RAFFO 1 G                       comp.ran.x 60           00003097NNRaffo           00000556620160512002021922549407798084680593006050SNN00
2847112PARACETAMOL RAFFO 500                       comp.ran.x 20           00001062NNRaffo           00000312320160512001001920696007798084680548002020NNN00
9941491PARACETAMOL RAFFO 650 MAX                   650 mg comp.x 20        00001042NNRaffo           00000370620160512001001924149107798084684980002010SNN00
9195556PREBICTAL                                   100 mg caps.x 28        00030624SNRaffo           00007024920160512A03021924915407798084683297002810SNN00
0584700PREBICTAL                                   150 mg caps.x 28        00035492SNRaffo           00007411020160512A03021924447807798084682801002810SNN00
6355973PREBICTAL                                   25 mg caps.x 28         00007718SNRaffo           00001672720160512A03021925166207798084684867002810SNN00
6195426PREBICTAL                                   50 mg caps.x 28         00016818SNRaffo           00004054920160512A03021924915307798084683280002810SNN00
5846973PREBICTAL                                   75 mg caps.x 14         00011361SNRaffo           00002305820160512A03021924447607798084682771001410SNN00
5846976PREBICTAL                                   75 mg caps.x 28         00022722SNRaffo           00004782020160512A03021924447707798084682788002830SNN00
4950951QUETIAZIC                                   100 mg comp.x 30        00041700SNRaffo           00009570820160512A03021923735107798084684386003010SNN00
4950952QUETIAZIC                                   100 mg comp.x 60        00083401SNRaffo           00014913020160512A03021924544907798084680227006030SNN00
4951021QUETIAZIC                                   200 mg comp.x 30        00059868SNRaffo           00012848420160512A03021923735207798084684393003010SNN00
4951022QUETIAZIC                                   200 mg comp.x 60        00119737SNRaffo           00019901920160512A03021924545207798084680319006030SNN00
4950872QUETIAZIC                                   25 mg comp.x 30         00028760SNRaffo           00005754120160512A03021923780407798084684485003020SNN00
4950873QUETIAZIC                                   25 mg comp.x 60         00057520SNRaffo           00008916620160512A03021924544807798084680210006050SNN00
5971972QUETIAZIC                                   300 mg comp.x 30        00086094SNRaffo           00014387920160512A03021924632107798084680326003010SNN00
5979423QUETIAZIC XR                                200mg comp.acc.prol.x 3000067492SNRaffo           00011976820160512A03021924892807798084681217003010SNN00
5979553QUETIAZIC XR                                300mg comp.acc.prol.x 3000090546SNRaffo           00016126920160512A03021924892907798084681743003010SNN00
5979683QUETIAZIC XR                                400mg comp.acc.prol.x 3000151828SNRaffo           00024248220160512A03021924893007798084681774003010SNN00
5979393QUETIAZIC XR                                50 mg comp.acc.prol.x 3000068984SNRaffo           00011904020160512A03021924892707798084680685003010SNN00
4483911REDUPROST                                   0.4 mg caps.x 30        00028000NNRaffo           00004393720160512002021922237407798084680876003010SNN00
4483912REDUPROST                                   0.4 mg caps.x 60        00043511NNRaffo           00006915220160512002021924379507798084685291006030SNN00
6137712REDUPROST DUO                               caps.lib.contr.x 30     00043000NNRaffo           00006352420160512002021924801107798084683198003010SNN00
3671452REDUSTEROL                                  10 mg comp.x 30         00015000NNRaffo           00002781620160512002061921316407798084680616003010SNN00
3671532REDUSTEROL                                  20 mg comp.x 30         00016800NNRaffo           00002943020160512002061921460207798084680623003010SNN00
3671612REDUSTEROL                                  40 mg comp.x 30         00019183NNRaffo           00002654720160512002061921521407798084680630003010SNN00
5420421REDUSTEROL DUO                              10/10 mg comp.x 30      00000000NNRaffo           00002343620160512002021923734407798084684348003010SNN00
5420551REDUSTEROL DUO                              10/20 mg comp.x 30      00000000NNRaffo           00002343620160512002021923734507798084684355003010SNN00
5420681REDUSTEROL DUO                              10/40 mg comp.x 30      00000000NNRaffo           00003762820160512002021923734607798084684362003010SNN00
3240962REGULIP                                     1 g caps.x 60           00000000NNRaffo           00002910020160512002021921196407798084680500006010SNN00
3240963REGULIP                                     1 g caps.x 90           00000000NNRaffo           00004236720160512002021923424407798084682696009030SNN00
9947236REGULIP 1000                                1 g caps.x 20           00000000NNRaffo           00000993620160512001001924723607798084683136002010NNN00
9947789REGULIP 1000                                1 g caps.x 50           00000000NNRaffo           00002217120160512001001924778907798084683204005030NNN00
5732681RESTIVA                                     20 mg parche x 1        00030186SNRaffo           00004445420151102313021924337007795362054305000110NNN00
5724971REVLIMID                                    10 mg caps.x 21         00000000NNRaffo           01955227020160512003001924676007798084685055002110NNN00
5725001REVLIMID                                    15 mg caps.x 21         00000000NNRaffo           01985844020160512003001924676107798084685062002110NNN00
5725131REVLIMID                                    25 mg caps.x 21         00000000NNRaffo           02064250020160512003001924676207798084685079002110NNN00
5724841REVLIMID                                    5 mg caps.x 21          00000000NNRaffo           01865173120160512003001924675907798084685048002110NNN00
2153522RINOFILAX AG M                              gts.nasales x 20 ml     00000000NNRaffo           00000573520160512002021922251407798084682641000110SNN00
